Survived,Sex,Age,SibSp,Parch,Fare,Pclass_2,Pclass_3,Embarked_Q,Embarked_S
0,0,0.34656948982156316,0.0,0.0,0.014110458666029575,False,True,False,False
0,1,0.34656948982156316,0.0,0.0,0.015411575213749286,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.34656948982156316,0.125,0.0,0.03897240290032268,False,True,False,True
0,0,0.2334757476752953,0.0,0.0,0.019852079483269742,False,True,False,True
0,1,0.37170143252073384,0.125,0.16666666666666666,0.04713766070721715,False,True,False,True
0,0,0.24604171902488062,0.0,0.0,0.015330377421392339,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.11027245763075773,False,True,False,True
0,0,0.4470972606182458,0.0,0.0,0.0,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True,False,True
1,1,0.2963056044232219,0.375,0.3333333333333333,0.5133418122566507,False,False,False,True
0,0,0.35285247549635584,0.0,0.0,0.014110458666029575,False,True,False,False
1,1,0.2963056044232219,0.0,0.5,0.03758969818624431,False,True,False,False
0,0,0.5224930887157577,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.6732847449107816,0.0,0.16666666666666666,0.15085515328815924,False,False,False,True
0,0,0.3088715757728072,0.0,0.0,0.015110792045427042,False,True,True,False
0,0,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,False,True,False,True
0,0,0.3088715757728072,0.125,0.0,0.034743286152731485,False,True,False,True
1,1,0.33400351847197784,0.0,0.16666666666666666,0.024349578357040744,False,True,False,True
1,1,0.2963056044232219,0.125,0.0,0.030937139635999665,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.014151057562208049,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.02469115560854232,True,False,False,True
0,0,0.2334757476752953,0.0,0.0,0.028302115124416098,False,True,False,True
0,0,0.2711736617240512,0.0,0.0,0.014151057562208049,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.014102260811993537,False,True,False,False
0,1,0.34656948982156316,1.0,0.3333333333333333,0.13575255909676825,False,True,False,True
1,0,0.5224930887157577,0.0,0.0,0.05130978285055781,False,False,False,True
0,0,0.6230208595124404,0.0,0.0,0.025374310111545468,True,False,False,True
1,0,0.032420206081930136,0.125,0.16666666666666666,0.03659756266088288,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.4440992237022602,False,False,False,False
0,1,0.22090977632571,0.25,0.0,0.03513366015444757,False,True,False,True
0,0,0.22090977632571,0.125,0.16666666666666666,0.015330377421392339,False,True,False,True
0,0,0.5476250314149284,0.25,0.0,0.17566830077223786,False,False,True,False
1,0,0.34656948982156316,0.0,0.0,0.05855610025741262,False,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.08275928836380983,False,False,False,True
0,0,0.34656948982156316,0.125,0.0,0.04713766070721715,False,True,True,False
0,0,0.19577783362653933,0.0,0.0,0.015175789316712771,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.014273049437744325,False,True,False,True
0,0,0.2711736617240512,0.0,0.0,0.015411575213749286,False,True,False,True
1,1,0.04498617743151546,0.125,0.16666666666666666,0.044893010197349675,True,False,False,True
1,0,0.34656948982156316,0.0,0.0,0.025374310111545468,True,False,False,True
1,0,0.2963056044232219,0.0,0.0,0.01393967004027879,False,True,False,True
1,1,0.37170143252073384,0.0,0.0,0.024105594605968193,True,False,True,False
1,1,0.35913546117114853,0.0,0.3333333333333333,0.029757819776815374,False,True,False,False
0,0,0.2963056044232219,0.0,0.0,0.018542765081513996,False,True,False,True
1,1,0.5601910027645137,0.125,0.16666666666666666,0.32179836714362564,False,False,False,True
1,1,0.39683337521990447,0.0,0.0,0.025374310111545468,True,False,False,True
0,0,0.2586076903744659,0.0,0.0,0.015468569817999833,False,True,False,True
1,0,0.4345312892686604,0.0,0.0,1.0,False,False,False,False
0,1,0.34656948982156316,1.0,0.3333333333333333,0.13575255909676825,False,True,False,True
1,0,0.34656948982156316,0.25,0.0,0.04538097769949478,False,True,True,False
1,0,0.4470972606182458,0.0,0.16666666666666666,1.0,False,False,False,False
0,1,0.5099271173661725,0.0,0.8333333333333333,0.07746484096553544,False,True,False,True
1,1,0.2837396330736366,0.0,0.0,0.014736618564782174,False,True,False,True
0,0,0.4219653179190751,0.125,0.16666666666666666,0.028106928123558056,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.06441171028315387,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.04713766070721715,False,True,True,False
1,1,0.18321186227695402,0.0,0.0,0.014102260811993537,False,True,False,False
0,0,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True,False,True
0,1,0.22090977632571,0.0,0.0,0.015175789316712771,False,True,False,True
0,0,0.37170143252073384,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.39683337521990447,0.25,0.0,0.1434624456306609,True,False,False,True
0,0,0.04498617743151546,0.5,0.16666666666666666,0.05684821399990475,False,True,True,False
0,0,0.01985423473234481,0.5,0.16666666666666666,0.05684821399990475,False,True,True,False
0,0,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.34656948982156316,0.25,0.0,0.04231498029001666,False,True,False,False
1,1,0.5978889168132697,0.0,0.0,0.050610427826483444,False,False,False,True
0,0,0.38426740387031916,0.0,0.0,0.015126992566498259,False,True,True,False
0,0,0.5853229454636844,0.0,0.0,0.06640417918791278,False,False,False,True
0,1,0.32143754712239253,0.125,0.0,0.031425107138144774,False,True,False,True
0,0,0.10781603417944208,0.625,0.3333333333333333,0.09154270340242172,False,True,False,True
1,0,0.2334757476752953,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.2711736617240512,0.0,0.0,0.018249984580226933,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.014102260811993537,False,True,False,False
0,0,0.34656948982156316,0.0,0.16666666666666666,0.06441171028315387,True,False,False,True
1,1,0.2963056044232219,0.25,0.5,0.03659756266088288,True,False,False,True
0,0,0.20834380497612465,0.0,0.0,0.016908073949327893,False,True,False,True
0,0,0.34656948982156316,0.125,0.0,0.030253985132996517,False,True,True,False
0,1,0.34656948982156316,0.375,0.16666666666666666,0.049707687947515,False,True,False,True
0,0,0.2586076903744659,0.0,0.0,0.015712553569072387,False,True,False,True
1,0,0.6355868308620256,0.0,0.0,0.051822148727810165,False,False,False,True
0,1,0.032420206081930136,0.375,0.16666666666666666,0.04113566043083236,False,True,False,True
1,1,0.0041467705453631576,0.25,0.16666666666666666,0.03758969818624431,False,True,False,False
0,0,0.34656948982156316,0.0,0.0,0.014110458666029575,False,True,False,False
0,0,0.4219653179190751,0.0,0.0,0.015712553569072387,False,True,False,True
1,1,0.22090977632571,0.0,0.16666666666666666,0.044893010197349675,True,False,False,True
1,1,0.5476250314149284,0.0,0.0,0.05410739813385612,False,False,False,False
0,0,0.34656948982156316,0.0,0.0,0.028302115124416098,False,True,False,True
0,0,0.34656948982156316,0.0,0.0,0.018542765081513996,False,True,False,True
0,1,0.4596632319678311,0.0,0.0,0.018713553707264782,False,True,False,True
0,0,0.2586076903744659,0.125,0.0,0.022446505098674838,True,False,False,True
0,0,0.4470972606182458,0.125,0.0,0.15390495017656614,False,False,False,True
1,0,0.39683337521990447,0.0,0.0,0.015468569817999833,False,True,False,True
0,1,0.34656948982156316,0.125,0.3333333333333333,0.04577135170121086,False,True,False,True
0,0,0.32143754712239253,0.0,0.0,0.015175789316712771,False,True,False,True
1,0,1.0,0.0,0.0,0.05855610025741262,False,False,False,True
0,0,0.6921337019351597,0.0,0.0,0.015712553569072387,False,True,False,True
0,0,0.7486805730082936,0.125,0.16666666666666666,0.07612293033463641,True,False,False,True
0,0,0.34656948982156316,0.0,0.0,0.015094396337354966,False,True,True,False
0,0,0.22090977632571,0.0,0.0,0.015175789316712771,False,True,False,True
0,1,0.17692887660216136,0.125,0.0,0.028212719478023115,False,True,False,False
1,0,0.2334757476752953,0.0,0.0,0.020494635090094415,True,False,False,True
1,1,0.04498617743151546,0.25,0.16666666666666666,0.07612293033463641,True,False,False,True
0,0,0.4093993465694898,0.0,0.0,0.016891873428256675,False,True,False,True
0,0,0.2586076903744659,0.0,0.0,0.015094396337354966,False,True,True,False
0,1,0.12038200552902739,0.0,0.3333333333333333,0.04713766070721715,False,True,False,True
0,0,0.5853229454636844,0.0,0.0,0.02927805012870631,True,False,False,True
0,1,0.01985423473234481,0.5,0.3333333333333333,0.06104473451835265,False,True,False,True
1,1,0.35913546117114853,0.125,0.0,0.050748620223090936,True,False,False,True
1,1,0.2711736617240512,0.125,0.0,0.12999454257145598,False,False,False,True
0,0,0.34656948982156316,0.125,0.0,0.030937139635999665,False,True,False,True
1,0,0.34656948982156316,0.0,0.0,0.057970539254838485,False,False,False,False
1,0,0.32143754712239253,0.0,0.0,0.036670757786204655,False,True,False,False
0,0,0.4093993465694898,0.0,0.0,0.018542765081513996,False,True,False,True
1,1,0.33400351847197784,0.0,0.0,0.020494635090094415,True,False,False,True
1,1,0.33400351847197784,0.0,0.3333333333333333,0.021730754366528396,False,True,False,True
0,0,0.4219653179190751,0.0,0.0,0.025374310111545468,True,False,False,True
1,0,0.34656948982156316,0.0,0.0,0.014110458666029575,False,True,False,False
0,0,0.37170143252073384,0.0,0.0,0.05416439273810667,False,False,False,False
0,0,0.37170143252073384,0.125,0.0,0.031425107138144774,False,True,False,True
1,1,0.34656948982156316,0.0,0.0,0.024105594605968193,True,False,True,False
0,0,0.34656948982156316,0.0,0.0,0.015175789316712771,False,True,False,True
1,1,0.6607187735611963,0.25,0.0,0.10048070654571319,False,False,False,True
